file;sa;timeSA;ls;timeLS
08_npp_50.in;3951;0.037;3951;0
08_npp_50.in;575;0.037;575;0
08_npp_50.in;99;0.037;99;0
08_npp_50.in;7645;0.037;7645;0
08_npp_50.in;6235;0.04;6235;0
08_npp_50.in;191;0.038;191;0
08_npp_50.in;2603;0.038;2603;0
08_npp_50.in;2207;0.037;2207;0
08_npp_50.in;883;0.037;883;0
08_npp_50.in;1453;0.037;1453;0
08_npp_50.in;1747;0.037;1747;0
08_npp_50.in;5927;0.037;5927;0
08_npp_50.in;753;0.037;753;0
08_npp_50.in;2413;0.037;2413;0
08_npp_50.in;2245;0.037;2245;0
08_npp_50.in;793;0.037;793;0
08_npp_50.in;1505;0.037;1505;0
08_npp_50.in;225;0.037;225;0
08_npp_50.in;1441;0.037;1441;0
08_npp_50.in;805;0.037;805;0
08_npp_50.in;145;0.037;145;0
08_npp_50.in;1341;0.037;1341;0
08_npp_50.in;241;0.037;241;0
08_npp_50.in;1485;0.04;1485;0
08_npp_50.in;427;0.037;427;0
30_npp_2000.in;1;0.333;1;0.007
30_npp_2000.in;1;0.334;1;0.013
30_npp_2000.in;59;0.323;59;0.006
30_npp_2000.in;3;0.339;3;0.013
30_npp_2000.in;5;0.329;5;0.007
30_npp_2000.in;27;0.324;27;0.007
30_npp_2000.in;25;0.332;25;0.006
30_npp_2000.in;29;0.33;29;0.013
30_npp_2000.in;29;0.326;29;0.007
30_npp_2000.in;27;0.337;27;0.013
30_npp_2000.in;5;0.329;5;0.007
30_npp_2000.in;1;0.325;1;0.007
30_npp_2000.in;5;0.329;5;0.007
30_npp_2000.in;7;0.327;7;0.007
30_npp_2000.in;15;0.365;15;0.007
30_npp_2000.in;13;0.365;13;0.007
30_npp_2000.in;13;0.329;13;0.007
30_npp_2000.in;33;0.328;33;0.019
30_npp_2000.in;23;0.341;23;0.007
30_npp_2000.in;11;0.328;11;0.007
30_npp_2000.in;27;0.329;27;0.007
30_npp_2000.in;1;0.334;1;0.007
30_npp_2000.in;1;0.33;1;0.007
30_npp_2000.in;39;0.34;39;0.013
30_npp_2000.in;33;0.329;33;0.007
30_npp_2000.in;13;0.33;13;0.007
30_npp_2000.in;33;0.327;33;0.006
30_npp_2000.in;11;0.329;11;0.007
30_npp_2000.in;1;0.337;1;0.007
30_npp_2000.in;15;0.327;15;0.013
15_npp_500.in;164;0.105;164;0
15_npp_500.in;32;0.106;32;0
15_npp_500.in;26;0.106;26;0
15_npp_500.in;88;0.104;88;0
15_npp_500.in;64;0.108;64;0
15_npp_500.in;42;0.105;42;0
15_npp_500.in;38;0.108;38;0
15_npp_500.in;114;0.105;114;0
15_npp_500.in;78;0.11;78;0
15_npp_500.in;196;0.107;196;0
15_npp_500.in;152;0.104;152;0
15_npp_500.in;80;0.105;80;0
15_npp_500.in;414;0.106;414;0
15_npp_500.in;44;0.105;44;0
15_npp_500.in;120;0.105;120;0
15_npp_500.in;50;0.105;50;0
15_npp_500.in;98;0.105;98;0
15_npp_500.in;216;0.106;216;0
15_npp_500.in;32;0.107;32;0
15_npp_500.in;322;0.104;322;0
15_npp_500.in;22;0.105;22;0
15_npp_500.in;146;0.104;146;0
15_npp_500.in;48;0.105;48;0
15_npp_500.in;36;0.105;36;0
15_npp_500.in;90;0.105;90;0
15_npp_500.in;168;0.104;168;0
15_npp_500.in;124;0.105;124;0
15_npp_500.in;80;0.109;80;0
15_npp_500.in;6;0.104;6;0
15_npp_500.in;122;0.105;122;0
